ip,country,city,isp,is_proxy,is_vpn,is_tor,risk_score
120.106.25.32,FR,Jamesland,"Torres, Ingram and Martin",False,False,False,0.1
27.179.66.226,US,Lake Raymondton,"Jones, Short and Gutierrez",False,False,False,0.12
169.225.41.253,DE,Joneston,"Meadows, Miller and Williams",True,False,False,0.44
27.97.56.235,US,Kyleport,"Wright, Brown and Wells",False,False,False,0.05
169.144.173.113,US,Acostaburgh,Pruitt LLC,False,False,False,0.03
173.11.85.62,CA,Elizabethside,"Hunter, Orozco and Parks",False,False,False,0.08
76.176.221.203,AU,North Robert,Brooks-Schroeder,False,False,False,0.06
134.200.128.38,UK,Lake Sethside,"Contreras, Potter and Jones",False,False,False,0.03
161.125.198.35,JP,Lake Roberta,Fowler LLC,False,False,False,0.0
201.160.234.204,UK,Gregorymouth,Odonnell-Scott,False,False,False,0.03
174.115.237.161,CA,Morganchester,"Jennings, Kelly and Boone",True,False,False,0.59
63.97.206.223,UK,Christopherchester,Moore LLC,False,False,False,0.03
99.252.254.214,IN,Michaelside,Leblanc-Elliott,False,False,False,0.18
68.118.211.171,FR,Nicoleburgh,"Rojas, Pittman and Martin",False,False,False,0.21
70.85.133.228,FR,Mcleanview,"Hall, Kent and Sanchez",False,False,False,0.17
159.174.52.66,US,Bushport,"Hampton, Perez and Rowe",False,False,False,0.06
147.200.2.29,DE,Erinhaven,Fry-Herman,False,False,False,0.05
209.184.171.41,IN,Wendyfort,Anderson-Fields,False,False,False,0.12
191.98.238.108,BR,Port Miranda,"Trujillo, Clark and Ayala",False,False,False,0.16
1.5.53.85,AU,Hayesland,Johnson PLC,False,False,False,0.0
3.42.144.151,FR,New William,"Hudson, Jones and Fields",False,False,False,0.07
72.26.253.199,IN,Kellystad,"Harrison, Hampton and Ponce",False,False,False,0.11
36.146.116.81,US,West Dawnfort,"Berry, Davis and Wang",False,False,False,0.02
117.156.165.87,CA,Bellville,"Hernandez, Townsend and Mitchell",True,False,False,0.88
125.222.157.157,DE,New Kelseychester,"Robinson, Case and Allen",False,False,False,0.03
146.183.167.254,UK,West Sarah,"Brady, Rios and Adams",False,False,False,0.28
158.62.208.242,AU,Lake Jessica,Moore and Sons,False,False,False,0.02
132.145.91.190,UK,South Kyle,Davis Ltd,False,False,False,0.04
80.98.193.67,JP,Kaylaside,"Silva, Saunders and Reid",False,False,False,0.03
67.186.50.186,UK,Melissamouth,Howell Ltd,True,False,False,0.57
136.84.77.229,JP,Barnettburgh,Sullivan-Huynh,False,False,False,0.15
85.107.228.101,FR,Hernandezfort,"Fox, Scott and Henry",False,False,False,0.24
11.221.169.252,DE,Munozhaven,Simpson-Murphy,False,False,False,0.08
155.209.112.55,US,South Ariel,Cochran LLC,False,False,False,0.23
124.110.54.96,MX,New Robin,Dudley-Zamora,False,False,True,0.81
14.101.117.182,JP,Lake Cassandra,Barnes LLC,False,False,False,0.08
52.18.246.81,CA,South Sarah,Phelps-Daniels,False,False,False,0.01
202.184.228.92,CA,Jessicaborough,Jones Ltd,False,False,False,0.07
142.146.247.135,CA,Port Elizabethport,Rivera-Reyes,False,True,False,0.69
155.18.199.229,UK,Port Stevenstad,"Williams, Rodriguez and Smith",False,False,False,0.01
162.190.150.27,US,Riceport,"Bishop, Hart and Barron",False,False,False,0.12
64.81.229.216,IN,Davidberg,Perez-Merritt,False,False,False,0.07
221.127.103.79,UK,North Christina,Rivera and Sons,False,False,False,0.15
175.16.138.87,MX,East Jessica,Schultz-Meadows,True,False,False,0.43
159.222.61.73,IN,Emmafurt,White PLC,False,False,False,0.06
